句1模型,句1词牌,句1题目,句1内容,句2模型,句2词牌,句2题目,句2内容,语义相似度,字面相似度,差值(伪原创指数)
deepseek-3.2-thinking,沁园春,见玉兰有感,清辉皎皎,qwen3.6-plus,清平乐,玉兰引,皎皎清姿照眼明,0.8540,0.3636,0.4904
deepseek-3.2-thinking,清平乐,白玉兰开有感,忽看玉树琼葩,deepseek-3.2-thinking,沁园春,玉兰春悟,看琼枝玉蕊,0.8533,0.3636,0.4896
qwen3.6-plus,清平乐,玉兰引,皎皎清姿照眼明,qwen3.6-plus,沁园春,春庭见玉兰有感,皎皎盈眸,0.8526,0.3636,0.4890
deepseek-3.2-thinking,沁园春,见玉兰有感,叹冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰春感,有冰肌雪魄,0.8888,0.4000,0.4888
qwen3.6-plus,祝英台近,玉兰引,素萼破春冰,qwen3.6-plus,清平乐,玉兰启悟,素英破雪初妆,0.8522,0.3636,0.4885
qwen3.6-plus,浪淘沙,玉兰引,素萼破春残,qwen3.6-plus,清平乐,玉兰启悟,素英破雪初妆,0.8521,0.3636,0.4885
deepseek-3.2-thinking,菩萨蛮,白玉兰吟,冰肌凝白雪,doubao-seed-2.0-pro,清平乐,校园见白玉兰作,冰肌皎若新霜,0.8521,0.3636,0.4885
deepseek-3.2-thinking,菩萨蛮,白玉兰吟,冰肌凝白雪,doubao-seed-2.0-pro,清平乐,校园见玉兰花有作,冰肌浣尽清霜,0.8521,0.3636,0.4885
deepseek-3.2-thinking,祝英台近,见玉兰感怀,皎洁映清曙,doubao-seed-2.0-pro,菩萨蛮,春日见玉兰偶作,皎皎清辉彻,0.8884,0.4000,0.4884
deepseek-3.2-thinking,浪淘沙,见玉兰感怀,玉蕊缀枝头,deepseek-3.2-thinking,祝英台近,玉兰吟,似琼花缀满枝,0.8520,0.3636,0.4883
deepseek-3.2-thinking,祝英台近,见玉兰感怀,几度风霜,doubao-seed-2.0-pro,浪淘沙,院隅见玉兰感作,纵是冰霜经几度,0.8519,0.3636,0.4883
deepseek-3.2-thinking,沁园春,白玉兰吟,几度风霜,doubao-seed-2.0-pro,浪淘沙,院隅见玉兰感作,纵是冰霜经几度,0.8519,0.3636,0.4883
doubao-seed-2.0-pro,菩萨蛮,郊行见玉兰有感,琼葩凝素雪,doubao-seed-2.0-pro,菩萨蛮,校园见玉兰感怀,素艳凝霜雪,0.8883,0.4000,0.4883
qwen3.6-plus,清平乐,玉兰启悟,素英破雪初妆,qwen3.6-plus,浪淘沙,玉兰吟,素萼破霜看,0.8515,0.3636,0.4879
qwen3.6-plus,祝英台近,玉兰春醒,琼英缀雪枝头,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,正枝头雪缀,0.8514,0.3636,0.4878
qwen3.6-plus,清平乐,玉兰启思,素华凝雪枝头,qwen3.6-plus,菩萨蛮,春庭见玉兰有感,素萼破寒枝,0.8511,0.3636,0.4875
qwen3.6-plus,清平乐,玉兰启思,素华凝雪枝头,qwen3.6-plus,菩萨蛮,见玉兰有感,素萼破寒枝,0.8511,0.3636,0.4875
deepseek-3.2-thinking,祝英台近,见玉兰有感,洗尽尘嚣,deepseek-3.2-thinking,清平乐,玉兰新悟,顿觉尘嚣尽洗,0.8874,0.4000,0.4874
deepseek-3.2-thinking,清平乐,玉兰新悟,顿觉尘嚣尽洗,deepseek-3.2-thinking,祝英台近,玉兰吟,洗尽尘嚣,0.8874,0.4000,0.4874
deepseek-3.2-thinking,沁园春,见玉兰有感,洗尽尘嚣,deepseek-3.2-thinking,清平乐,玉兰新悟,顿觉尘嚣尽洗,0.8874,0.4000,0.4874
qwen3.6-plus,清平乐,玉兰照影,冷透青衫春峭,doubao-seed-2.0-pro,菩萨蛮,春暮校道见玉兰作,风露透春衫,0.8510,0.3636,0.4874
qwen3.6-plus,祝英台近,玉兰引,照寒牖、暗香轻绾,doubao-seed-2.0-pro,祝英台近,校中见白玉兰感怀,破轻冷、暗香微吐,0.8622,0.3750,0.4872
deepseek-3.2-thinking,菩萨蛮,见玉兰有感,玉兰凝雪色,doubao-seed-2.0-pro,菩萨蛮,校园见玉兰作,冰容凝玉雪,0.8870,0.4000,0.4870
qwen3.6-plus,清平乐,玉兰,素华皎皎凝寒,qwen3.6-plus,沁园春,玉兰见志,霜姿皎皎,0.8869,0.4000,0.4869
qwen3.6-plus,祝英台近,玉兰树下有感,皎皎冰姿,qwen3.6-plus,清平乐,玉兰,素华皎皎凝寒,0.8868,0.4000,0.4868
qwen3.6-plus,清平乐,玉兰,素华皎皎凝寒,doubao-seed-2.0-pro,菩萨蛮,街隅见玉兰有感,皎皎清辉洁,0.8504,0.3636,0.4868
qwen3.6-plus,菩萨蛮,初春见玉兰有感,冰姿凝素洁,doubao-seed-2.0-pro,菩萨蛮,校道见玉兰偶作,冰姿清胜雪,0.8867,0.4000,0.4867
qwen3.6-plus,菩萨蛮,初春见玉兰有感,冰姿凝素洁,doubao-seed-2.0-pro,菩萨蛮,书馆阶前见玉兰作,冰姿清胜雪,0.8867,0.4000,0.4867
qwen3.6-plus,菩萨蛮,初春见玉兰有感,冰姿凝素洁,doubao-seed-2.0-pro,菩萨蛮,校园见玉兰有感,冰姿清胜雪,0.8867,0.4000,0.4867
deepseek-3.2-thinking,祝英台近,见玉兰感怀,皎洁映清曙,doubao-seed-2.0-pro,菩萨蛮,春日校园见玉兰感作,皎皎清光彻,0.8861,0.4000,0.4861
