模型,句1词牌,句1题目,句1内容,句2词牌,句2题目,句2内容,语义相似度,字面相似度,差值(伪原创指数)
doubao-seed-2.0-pro,沁园春,宗门晚眺抒怀,沉吟久,沁园春,凌霄峰感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门晚眺抒怀,沉吟久,沁园春,凌霄阁夜坐抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门晚眺抒怀,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门晚眺抒怀,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,沉吟久,沁园春,凌霄阁夜坐抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,浪淘沙,云坛观弟子演法有怀,风满层峦,浪淘沙,夜望宗门有感,风满层峦,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,祝英台近,云阁夜坐有感,意难定,祝英台近,云阁夜阅门规有怀,意难定,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,清平乐,云台有感,争奈同侪多阻,清平乐,宗门感事,争奈同侪多阻,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,宗门夜坐感事,凭阑久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,祝英台近,玄峰夜望有感,意难定,祝英台近,云阁夜阅门规有怀,意难定,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,凭阑久,沁园春,宗门感怀,凭阑久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,宗门感怀,凭阑久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,祝英台近,宗门夜坐感事,意难定,祝英台近,云阁夜阅门规有怀,意难定,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,浪淘沙,宗门夜坐有感,守矩方安,浪淘沙,宗门夜坐感怀,守矩方安,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,鹤绕丹台,沁园春,登望云峰有感,鹤绕丹台,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,浪淘沙,凌霄阁夜坐有感,众论难安,浪淘沙,宗门夜坐感怀,众论难安,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐书怀,沉吟久,沁园春,云门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,沉吟久,沁园春,云门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,登观星台述怀,万仞峰头,沁园春,宗门夜坐感怀,万仞峰头,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,云门感怀,沉吟久,沁园春,凌霄阁夜坐有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,宗门夜坐书怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,凌霄阁感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐书怀,沉吟久,沁园春,凌霄阁感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐书怀,沉吟久,沁园春,登望云峰有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,登望云峰有感,沉吟久,沁园春,凌霄阁夜坐有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,云门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,云门感怀,沉吟久,沁园春,登望云峰有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,登望云峰有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,凌霄阁夜坐有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,浪淘沙,宗门夜坐感怀,众论难安,浪淘沙,云阁夜思,众论难安,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,沉吟久,沁园春,云门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,沉吟久,沁园春,登望云峰有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,浪淘沙,夜望宗门有感,众论难安,浪淘沙,云阁夜思,众论难安,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,万仞峰头,沁园春,登观星台述怀,万仞峰头,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,万仞峰头,沁园春,宗门夜坐感怀,万仞峰头,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,万籁渐沉,沁园春,玄峰夜坐抒怀,万籁渐沉,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,浪淘沙,夜望宗门有感,众论难安,浪淘沙,凌霄阁夜坐有感,众论难安,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,云阁夜思,万籁渐沉,沁园春,玄峰夜坐抒怀,万籁渐沉,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,终须破,沁园春,玄峰夜坐抒怀,终须破,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐书怀,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐书怀,沉吟久,沁园春,凌霄阁夜坐有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,浪淘沙,夜望宗门有感,众论难安,浪淘沙,宗门夜坐感怀,众论难安,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,沉吟久,沁园春,凌霄阁夜坐有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,沉吟久,沁园春,登望云峰有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,沉吟久,沁园春,凌霄阁夜坐有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,万籁渐沉,沁园春,云阁夜思,万籁渐沉,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,浪淘沙,凌霄阁夜坐有感,众论难安,浪淘沙,云阁夜思,众论难安,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,清平乐,宗门夜坐抒怀,深知律峻防危,清平乐,宗门夜坐抒怀,深知律峻防危,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,祝英台近,宗门感怀,剑痕新,祝英台近,宗门感怀,剑痕新,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,低眉承教,沁园春,宗门夜坐感怀,低眉承教,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,祝英台近,宗门夜坐书怀,意难按,祝英台近,观宗门弟子修习感怀,意难按,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,清平乐,宗门感怀,云崖万仞,沁园春,云门感怀,万仞云崖,0.9899,0.5000,0.4899
doubao-seed-2.0-pro,祝英台近,宗台夜思,拘牵旧例,沁园春,宗门感事,旧例拘牵,0.9830,0.5000,0.4830
doubao-seed-2.0-pro,沁园春,宗门感事,看阶前弟子,沁园春,凌霄阁夜坐抒怀,看阶前子弟,0.9826,0.8000,0.1826
doubao-seed-2.0-pro,沁园春,宗门感怀,看阶前弟子,沁园春,凌霄阁夜坐抒怀,看阶前子弟,0.9826,0.8000,0.1826
doubao-seed-2.0-pro,沁园春,登观星台述怀,看阶前弟子,沁园春,凌霄阁夜坐抒怀,看阶前子弟,0.9826,0.8000,0.1826
doubao-seed-2.0-pro,沁园春,宗门感怀,看阶前弟子,沁园春,凌霄阁夜坐抒怀,看阶前子弟,0.9826,0.8000,0.1826
doubao-seed-2.0-pro,沁园春,凌霄宗议事书怀,看阶前弟子,沁园春,凌霄阁夜坐抒怀,看阶前子弟,0.9826,0.8000,0.1826
doubao-seed-2.0-pro,沁园春,登望云峰有感,看阶前弟子,沁园春,凌霄阁夜坐抒怀,看阶前子弟,0.9826,0.8000,0.1826
doubao-seed-2.0-pro,沁园春,宗门感怀,看阶前弟子,沁园春,凌霄阁夜坐抒怀,看阶前子弟,0.9826,0.8000,0.1826
doubao-seed-2.0-pro,沁园春,玄峰议事后感,看阶前弟子,沁园春,凌霄阁夜坐抒怀,看阶前子弟,0.9826,0.8000,0.1826
doubao-seed-2.0-pro,沁园春,玄门感怀,看阶前弟子,沁园春,凌霄阁夜坐抒怀,看阶前子弟,0.9826,0.8000,0.1826
doubao-seed-2.0-pro,沁园春,宗门感事,看阶前弟子,沁园春,凌霄阁夜坐抒怀,看阶前子弟,0.9826,0.8000,0.1826
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,看阶前弟子,沁园春,凌霄阁夜坐抒怀,看阶前子弟,0.9826,0.8000,0.1826
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,看阶前弟子,沁园春,凌霄阁夜坐抒怀,看阶前子弟,0.9826,0.8000,0.1826
doubao-seed-2.0-pro,沁园春,宗门感怀,看阶前弟子,沁园春,凌霄阁夜坐抒怀,看阶前子弟,0.9826,0.8000,0.1826
doubao-seed-2.0-pro,沁园春,宗阁有所思,看阶前弟子,沁园春,凌霄阁夜坐抒怀,看阶前子弟,0.9826,0.8000,0.1826
doubao-seed-2.0-pro,沁园春,凌霄阁夜坐有感,看阶前弟子,沁园春,凌霄阁夜坐抒怀,看阶前子弟,0.9826,0.8000,0.1826
doubao-seed-2.0-pro,沁园春,宗门夜坐感怀,凭阑望,沁园春,凌霄阁夜坐抒怀,凭栏望,0.9819,0.6667,0.3153
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,宗阁夜怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,凌霄宗议事书怀,凭栏久,沁园春,宗门感怀,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗阁夜怀,凭栏久,沁园春,宗门夜坐感事,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,凌霄宗感事,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,玄峰议事后感,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,玄峰夜坐抒怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,宗阁抒怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门述怀,凭栏久,沁园春,宗门感怀,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,宗阁夜望有感,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,宗门感怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,玄峰夜坐抒怀,凭栏久,沁园春,宗门感怀,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗阁抒怀,凭栏久,沁园春,宗门感怀,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗阁夜望有感,凭栏久,沁园春,宗门夜坐感事,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗阁夜望有感,凭栏久,沁园春,宗门感怀,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门夜坐抒怀,凭栏久,沁园春,宗门感怀,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,云阁夜思,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,凌霄宗议事书怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗阁夜怀,凭栏久,沁园春,宗门感怀,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,宗门夜坐抒怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,玄峰议事后感,凭栏久,沁园春,宗门感怀,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,宗门述怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,凭阑久,沁园春,凌霄宗感事,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,凭阑久,沁园春,宗门夜坐抒怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,凭阑久,沁园春,玄峰议事后感,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,凭阑久,沁园春,宗阁抒怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏久,沁园春,宗门感怀,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,云阁夜思,凭栏久,沁园春,宗门感怀,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,凭阑久,沁园春,云阁夜思,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,凭阑久,沁园春,凌霄宗议事书怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,凭阑久,沁园春,玄峰夜坐抒怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,凭阑久,沁园春,宗门述怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏久,沁园春,宗门夜坐感事,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,凌霄宗感事,凭栏久,沁园春,宗门感怀,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,云门感怀,凭栏久,沁园春,宗门感怀,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,宗门感怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏久,沁园春,宗门感怀,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏久,沁园春,宗门夜坐感事,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,宗门感事,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏久,沁园春,宗门感怀,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感事,凭栏久,沁园春,宗门感怀,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,宗门感怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏久,沁园春,宗门夜坐感事,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,宗门感怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,登云阁望剑坪有感,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,沁园春,云门感怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,凭阑久,沁园春,宗门感怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,凭阑久,沁园春,登云阁望剑坪有感,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,登云阁望剑坪有感,凭栏久,沁园春,宗门感怀,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏久,沁园春,宗门感怀,凭阑久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,凭阑久,沁园春,宗门感事,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,凭阑久,沁园春,云门感怀,凭栏久,0.9784,0.6667,0.3117
doubao-seed-2.0-pro,祝英台近,云阶夜坐有感,欲把陈规轻换,祝英台近,宗门夜思,拟把陈规轻换,0.9744,0.8333,0.1411
doubao-seed-2.0-pro,祝英台近,宗门夜坐感事,欲把陈规轻换,祝英台近,宗门夜思,拟把陈规轻换,0.9744,0.8333,0.1411
doubao-seed-2.0-pro,浪淘沙,宗门夜坐感怀,诸公执议阻更弦,浪淘沙,云阁夜思,诸公执论阻更弦,0.9735,0.8571,0.1164
doubao-seed-2.0-pro,浪淘沙,云台夜思,劫火遍尘寰,浪淘沙,宗门夜望有感,劫火满尘寰,0.9662,0.8000,0.1662
doubao-seed-2.0-pro,浪淘沙,宗门夜坐感怀,同护仙山,浪淘沙,云阁观弟子演武有怀,共护仙山,0.9623,0.7500,0.2123
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,羁蹄骏足,沁园春,望宗门演武有怀,蹄羁骏足,0.9591,0.7500,0.2091
doubao-seed-2.0-pro,浪淘沙,云台夜思,露冷浸星坛,浪淘沙,宗门夜坐感怀,霜冷浸星坛,0.9589,0.8000,0.1589
doubao-seed-2.0-pro,清平乐,夜坐凌霄阁有感,殿角疏钟静,清平乐,宗门夜坐感怀,殿角疏钟动,0.9579,0.8000,0.1579
doubao-seed-2.0-pro,沁园春,望宗门演武有怀,道本随心,沁园春,宗门述怀,道本从心,0.9574,0.7500,0.2074
doubao-seed-2.0-pro,菩萨蛮,夜坐云台有感,徘徊意未安,菩萨蛮,宗门夜坐感怀,徘徊意未宁,0.9566,0.8000,0.1566
doubao-seed-2.0-pro,菩萨蛮,宗门夜坐抒怀,严规能御侮,菩萨蛮,宗门感怀,严规堪御侮,0.9560,0.8000,0.1560
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,忆昔年魔劫,沁园春,宗门议规有感,记昔年魔劫,0.9552,0.8000,0.1552
doubao-seed-2.0-pro,沁园春,玄峰议事后感,万仞玄峰,沁园春,登凌霄阁有感,万仞灵峰,0.9545,0.7500,0.2045
doubao-seed-2.0-pro,沁园春,宗门感怀,万仞玄峰,沁园春,登凌霄阁有感,万仞灵峰,0.9545,0.7500,0.2045
doubao-seed-2.0-pro,清平乐,宗门夜坐抒怀,旧律缚人如束绠,清平乐,夜坐宗堂有感,旧律拘人如缚绠,0.9544,0.7143,0.2401
doubao-seed-2.0-pro,沁园春,凌霄宗感事,万仞丹崖,沁园春,云门感怀,万仞云崖,0.9530,0.7500,0.2030
doubao-seed-2.0-pro,祝英台近,云阶夜坐有感,欲把陈规轻换,清平乐,宗门夜坐有感,谁把陈规轻换,0.9526,0.8333,0.1192
doubao-seed-2.0-pro,清平乐,宗门夜坐有感,谁把陈规轻换,祝英台近,宗门夜坐感事,欲把陈规轻换,0.9526,0.8333,0.1192
doubao-seed-2.0-pro,菩萨蛮,夜立云台有感,旧章能御寇,菩萨蛮,云台夜坐有感,旧章堪御寇,0.9515,0.8000,0.1515
doubao-seed-2.0-pro,沁园春,登凌霄阁有感,万仞灵峰,沁园春,凌霄阁夜坐抒怀,万仞仙峰,0.9510,0.7500,0.2010
doubao-seed-2.0-pro,沁园春,宗阁夜望有感,万仞仙峰,沁园春,登凌霄阁有感,万仞灵峰,0.9510,0.7500,0.2010
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,万仞仙峰,沁园春,登凌霄阁有感,万仞灵峰,0.9510,0.7500,0.2010
doubao-seed-2.0-pro,沁园春,登凌霄阁有感,万仞灵峰,沁园春,宗阁有所思,万仞仙峰,0.9510,0.7500,0.2010
doubao-seed-2.0-pro,沁园春,玄门感怀,万仞仙峰,沁园春,登凌霄阁有感,万仞灵峰,0.9510,0.7500,0.2010
doubao-seed-2.0-pro,清平乐,宗门偶感,清规如铁,清平乐,宗阁夜坐抒怀,清规似铁,0.9508,0.7500,0.2008
doubao-seed-2.0-pro,清平乐,宗门偶感,清规如铁,清平乐,宗门夜坐感怀,清规似铁,0.9508,0.7500,0.2008
doubao-seed-2.0-pro,沁园春,宗阁夜望有感,念劫尘骤起,沁园春,宗门感事,念劫尘飙起,0.9502,0.8000,0.1502
doubao-seed-2.0-pro,清平乐,宗门夜坐感怀,多少灵根空老,清平乐,宗门夜坐抒怀,多少灵根暗老,0.9492,0.8333,0.1159
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,凭栏立,祝英台近,宗门夜望有感,凭栏伫,0.9492,0.6667,0.2825
doubao-seed-2.0-pro,清平乐,宗门夜坐有感,谁把陈规轻换,祝英台近,宗门夜思,拟把陈规轻换,0.9491,0.8333,0.1158
doubao-seed-2.0-pro,清平乐,宗门夜坐感怀,霜凝剑鞘,沁园春,登云阁望剑坪有感,霜凝剑锷,0.9486,0.7500,0.1986
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,云锁丹台,沁园春,宗门议规有感,烟锁丹台,0.9453,0.7500,0.1953
doubao-seed-2.0-pro,沁园春,宗门感怀,云锁丹台,沁园春,宗门议规有感,烟锁丹台,0.9453,0.7500,0.1953
doubao-seed-2.0-pro,沁园春,宗门感怀,云锁丹台,沁园春,宗门议规有感,烟锁丹台,0.9453,0.7500,0.1953
doubao-seed-2.0-pro,沁园春,云阁夜思,云锁丹台,沁园春,宗门议规有感,烟锁丹台,0.9453,0.7500,0.1953
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,云锁丹台,沁园春,宗门议规有感,烟锁丹台,0.9453,0.7500,0.1953
doubao-seed-2.0-pro,祝英台近,云阶夜坐有感,欲把陈规轻换,清平乐,夜坐云堂有感,欲把陈规轻改,0.9449,0.8333,0.1116
doubao-seed-2.0-pro,祝英台近,宗门夜坐感事,欲把陈规轻换,清平乐,夜坐云堂有感,欲把陈规轻改,0.9449,0.8333,0.1116
doubao-seed-2.0-pro,沁园春,玄峰议事后感,道本无心,沁园春,宗门述怀,道本从心,0.9443,0.7500,0.1943
doubao-seed-2.0-pro,沁园春,宗门感怀,万仞玄峰,沁园春,凌霄阁夜坐抒怀,万仞仙峰,0.9435,0.7500,0.1935
doubao-seed-2.0-pro,沁园春,玄峰议事后感,万仞玄峰,沁园春,凌霄阁夜坐抒怀,万仞仙峰,0.9435,0.7500,0.1935
doubao-seed-2.0-pro,沁园春,宗门感怀,万仞玄峰,沁园春,宗阁夜望有感,万仞仙峰,0.9435,0.7500,0.1935
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,万仞仙峰,沁园春,玄峰议事后感,万仞玄峰,0.9435,0.7500,0.1935
doubao-seed-2.0-pro,沁园春,宗门感怀,万仞玄峰,沁园春,凌霄阁感怀,万仞仙峰,0.9435,0.7500,0.1935
doubao-seed-2.0-pro,沁园春,宗门感怀,万仞玄峰,沁园春,宗阁有所思,万仞仙峰,0.9435,0.7500,0.1935
doubao-seed-2.0-pro,沁园春,宗阁夜望有感,万仞仙峰,沁园春,玄峰议事后感,万仞玄峰,0.9435,0.7500,0.1935
doubao-seed-2.0-pro,沁园春,宗门感怀,万仞玄峰,沁园春,玄门感怀,万仞仙峰,0.9435,0.7500,0.1935
doubao-seed-2.0-pro,沁园春,玄峰议事后感,万仞玄峰,沁园春,宗阁有所思,万仞仙峰,0.9435,0.7500,0.1935
doubao-seed-2.0-pro,沁园春,玄门感怀,万仞仙峰,沁园春,玄峰议事后感,万仞玄峰,0.9435,0.7500,0.1935
doubao-seed-2.0-pro,清平乐,云台有感,束却雏鹰翎羽小,浪淘沙,云阁晚眺有感,束得雏鹰翎羽软,0.9431,0.7143,0.2288
doubao-seed-2.0-pro,沁园春,登凌霄阁有感,独倚阁阑,祝英台近,仙阁抒怀,独倚危阑,0.9426,0.7500,0.1926
doubao-seed-2.0-pro,沁园春,登云阁望剑坪有感,看青衿列阵,沁园春,凌霄峰感事,望青衿列阵,0.9426,0.8000,0.1426
doubao-seed-2.0-pro,沁园春,宗门述怀,看青衿列阵,沁园春,凌霄峰感事,望青衿列阵,0.9426,0.8000,0.1426
doubao-seed-2.0-pro,沁园春,宗门述怀,烟绕剑坪,沁园春,登云阁望剑坪有感,雾绕剑坪,0.9420,0.7500,0.1920
doubao-seed-2.0-pro,祝英台近,玄峰阁晚望有感,欲把陈格新裁,祝英台近,玄峰夜望有感,欲把陈例新裁,0.9419,0.8333,0.1086
doubao-seed-2.0-pro,沁园春,望宗门演武有怀,共护仙乡,浪淘沙,云阁观弟子演武有怀,共护仙山,0.9415,0.7500,0.1915
doubao-seed-2.0-pro,祝英台近,玄峰夜望有感,欲把陈例新裁,祝英台近,云阁夜阅门规有怀,欲把陈矩新裁,0.9387,0.8333,0.1053
doubao-seed-2.0-pro,祝英台近,宗门夜坐书怀,松影覆阶满,祝英台近,宗门夜坐感事,松影覆阶冷,0.9379,0.8000,0.1379
doubao-seed-2.0-pro,沁园春,凌霄阁夜坐抒怀,怕妖氛忽起,沁园春,宗门感怀,怕妖氛猝起,0.9378,0.8000,0.1378
doubao-seed-2.0-pro,沁园春,宗门夜坐书怀,要春生万木,沁园春,凌霄阁夜坐有感,要春回万木,0.9372,0.8000,0.1372
doubao-seed-2.0-pro,清平乐,宗门感怀,云崖万仞,沁园春,凌霄宗感事,万仞丹崖,0.9370,0.5000,0.4370
doubao-seed-2.0-pro,浪淘沙,宗门夜望感怀,欲改旧章难,浪淘沙,玄台夜思,欲变旧章难,0.9354,0.8000,0.1354
doubao-seed-2.0-pro,沁园春,凌霄阁夜坐抒怀,凭栏望,祝英台近,宗门夜望有感,凭栏伫,0.9353,0.6667,0.2686
doubao-seed-2.0-pro,沁园春,宗门感事,云绕丹台,沁园春,宗门夜坐书怀,雾绕丹台,0.9350,0.7500,0.1850
doubao-seed-2.0-pro,沁园春,宗门感事,云绕丹台,沁园春,宗门感怀,雾绕丹台,0.9350,0.7500,0.1850
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,凭栏立,沁园春,宗门感怀,凭栏久,0.9347,0.6667,0.2680
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,凭栏立,沁园春,宗门感怀,凭栏久,0.9347,0.6667,0.2680
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,凭栏立,沁园春,登云阁望剑坪有感,凭栏久,0.9347,0.6667,0.2680
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,凭栏立,沁园春,宗门感事,凭栏久,0.9347,0.6667,0.2680
